longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.130.000,32.980.000,5.000.000,2.276.000.000,311.000.000,1.158.000.000,317.000.000,6.432.100,271.900.000.000
-122.040.000,37.610.000,36.000.000,1.151.000.000,216.000.000,727.000.000,215.000.000,4.171.900,187.000.000.000
-116.580.000,33.090.000,36.000.000,992.000.000,224.000.000,334.000.000,126.000.000,3.008.900,134.400.000.000
-121.980.000,38.250.000,4.000.000,2.487.000.000,440.000.000,1.545.000.000,452.000.000,4.910.300,140.400.000.000
-122.300.000,37.920.000,32.000.000,3.943.000.000,605.000.000,1.524.000.000,614.000.000,6.067.700,321.600.000.000
-121.570.000,39.480.000,15.000.000,202.000.000,54.000.000,145.000.000,40.000.000,825.200,42.500.000.000
-118.090.000,33.920.000,36.000.000,847.000.000,185.000.000,713.000.000,194.000.000,4.854.200,167.400.000.000
-117.710.000,33.610.000,25.000.000,3.004.000.000,718.000.000,891.000.000,626.000.000,2.395.000,80.300.000.000
-118.210.000,33.900.000,41.000.000,941.000.000,233.000.000,973.000.000,253.000.000,1.958.300,102.300.000.000
-118.290.000,34.170.000,52.000.000,1.732.000.000,305.000.000,875.000.000,311.000.000,4.325.000,292.600.000.000
-118.950.000,35.400.000,23.000.000,4.483.000.000,894.000.000,2.136.000.000,883.000.000,3.687.500,101.700.000.000
-117.410.000,34.230.000,17.000.000,889.000.000,131.000.000,439.000.000,141.000.000,6.142.600,155.000.000.000
-121.920.000,36.570.000,42.000.000,3.944.000.000,738.000.000,1.374.000.000,598.000.000,4.174.000,394.400.000.000
-121.640.000,39.150.000,15.000.000,2.659.000.000,396.000.000,1.159.000.000,407.000.000,5.234.000,124.900.000.000
-120.920.000,37.630.000,39.000.000,45.000.000,8.000.000,22.000.000,9.000.000,1.767.900,450.000.000.000
-122.270.000,37.840.000,52.000.000,1.688.000.000,337.000.000,853.000.000,325.000.000,2.180.600,99.700.000.000
-118.270.000,34.100.000,51.000.000,3.149.000.000,519.000.000,1.082.000.000,510.000.000,6.445.900,421.600.000.000
-121.810.000,37.240.000,21.000.000,3.250.000.000,610.000.000,1.978.000.000,568.000.000,4.500.000,234.400.000.000
-114.620.000,33.620.000,26.000.000,18.000.000,3.000.000,5.000.000,3.000.000,536.000,275.000.000.000
-118.090.000,34.710.000,5.000.000,5.807.000.000,1.182.000.000,2.602.000.000,1.007.000.000,2.401.200,159.400.000.000
-118.200.000,34.020.000,48.000.000,2.230.000.000,593.000.000,2.419.000.000,598.000.000,2.394.400,130.700.000.000
-119.620.000,36.590.000,17.000.000,2.287.000.000,390.000.000,1.330.000.000,393.000.000,4.019.700,88.000.000.000
-118.410.000,34.190.000,42.000.000,779.000.000,145.000.000,450.000.000,148.000.000,3.979.200,193.800.000.000
-118.300.000,33.980.000,48.000.000,1.998.000.000,410.000.000,1.176.000.000,382.000.000,3.045.500,102.400.000.000
-117.330.000,34.120.000,38.000.000,1.703.000.000,385.000.000,1.356.000.000,363.000.000,2.039.100,70.400.000.000
-118.500.000,34.020.000,28.000.000,5.109.000.000,1.482.000.000,2.313.000.000,1.451.000.000,3.326.600,483.300.000.000
-118.070.000,33.920.000,36.000.000,1.560.000.000,320.000.000,1.348.000.000,314.000.000,3.622.000,174.000.000.000
-117.130.000,32.580.000,27.000.000,2.511.000.000,615.000.000,1.427.000.000,576.000.000,3.164.500,156.000.000.000
-117.270.000,34.490.000,7.000.000,2.344.000.000,351.000.000,846.000.000,314.000.000,4.736.100,174.500.000.000
-121.450.000,38.600.000,44.000.000,2.324.000.000,413.000.000,823.000.000,375.000.000,4.662.500,158.900.000.000
-121.980.000,37.220.000,46.000.000,10.088.000.000,1.910.000.000,3.728.000.000,1.781.000.000,5.232.100,500.001.000.000
-120.310.000,36.650.000,24.000.000,943.000.000,209.000.000,514.000.000,156.000.000,2.250.000,76.600.000.000
-117.950.000,33.840.000,32.000.000,1.378.000.000,492.000.000,1.202.000.000,448.000.000,3.402.800,183.700.000.000
-119.700.000,36.800.000,34.000.000,1.768.000.000,303.000.000,888.000.000,314.000.000,3.808.800,87.700.000.000
-121.880.000,37.430.000,17.000.000,3.469.000.000,896.000.000,2.762.000.000,808.000.000,3.388.400,245.800.000.000
-118.430.000,34.260.000,37.000.000,1.269.000.000,348.000.000,1.835.000.000,335.000.000,3.258.300,147.200.000.000
-121.890.000,37.350.000,48.000.000,1.562.000.000,439.000.000,1.469.000.000,424.000.000,2.567.300,177.500.000.000
-121.330.000,38.040.000,15.000.000,2.903.000.000,440.000.000,1.325.000.000,423.000.000,4.517.900,145.600.000.000
-123.730.000,39.170.000,20.000.000,4.620.000.000,1.042.000.000,1.745.000.000,794.000.000,2.375.000,158.800.000.000
-118.040.000,33.970.000,34.000.000,1.759.000.000,431.000.000,1.282.000.000,391.000.000,3.049.100,158.200.000.000
-118.150.000,34.190.000,48.000.000,1.854.000.000,360.000.000,1.126.000.000,382.000.000,3.221.600,161.600.000.000
-118.110.000,34.020.000,17.000.000,9.559.000.000,1.911.000.000,5.279.000.000,1.844.000.000,5.151.500,318.900.000.000
-121.200.000,38.670.000,10.000.000,3.875.000.000,668.000.000,1.632.000.000,593.000.000,4.690.200,171.000.000.000
-118.390.000,34.120.000,29.000.000,6.447.000.000,1.012.000.000,2.184.000.000,960.000.000,8.281.600,500.001.000.000
-118.370.000,34.060.000,52.000.000,2.239.000.000,423.000.000,832.000.000,411.000.000,5.085.800,470.000.000.000
-118.520.000,34.200.000,35.000.000,2.891.000.000,594.000.000,1.757.000.000,581.000.000,4.357.100,199.800.000.000
-118.370.000,33.950.000,52.000.000,836.000.000,175.000.000,747.000.000,166.000.000,4.125.000,174.000.000.000
-121.340.000,37.980.000,8.000.000,2.628.000.000,428.000.000,1.158.000.000,393.000.000,5.300.200,191.700.000.000
-119.320.000,36.190.000,11.000.000,3.136.000.000,620.000.000,2.013.000.000,583.000.000,3.335.000,69.700.000.000
-117.840.000,34.040.000,4.000.000,9.959.000.000,1.544.000.000,4.904.000.000,1.429.000.000,6.975.400,402.500.000.000
-118.230.000,34.150.000,19.000.000,2.294.000.000,716.000.000,1.686.000.000,680.000.000,3.028.800,258.300.000.000
-115.520.000,32.980.000,21.000.000,1.302.000.000,327.000.000,1.244.000.000,316.000.000,2.205.400,66.400.000.000
-117.790.000,34.070.000,34.000.000,975.000.000,192.000.000,870.000.000,183.000.000,3.793.300,116.100.000.000
-115.590.000,32.960.000,17.000.000,841.000.000,146.000.000,473.000.000,154.000.000,3.197.900,113.500.000.000
-121.830.000,37.300.000,17.000.000,1.299.000.000,211.000.000,825.000.000,217.000.000,4.500.000,235.800.000.000
-117.270.000,34.500.000,8.000.000,3.567.000.000,543.000.000,1.133.000.000,419.000.000,5.373.300,302.600.000.000
-118.040.000,33.930.000,35.000.000,1.805.000.000,387.000.000,1.505.000.000,366.000.000,4.166.700,151.900.000.000
-122.090.000,37.950.000,32.000.000,1.339.000.000,209.000.000,601.000.000,209.000.000,6.026.500,247.900.000.000
-122.230.000,37.750.000,50.000.000,1.542.000.000,289.000.000,654.000.000,268.000.000,3.963.200,240.000.000.000
-117.880.000,33.720.000,38.000.000,1.421.000.000,300.000.000,1.236.000.000,263.000.000,3.984.400,165.300.000.000
-122.420.000,37.750.000,52.000.000,2.164.000.000,533.000.000,1.122.000.000,469.000.000,3.263.200,306.000.000.000
-118.050.000,34.140.000,39.000.000,2.125.000.000,295.000.000,862.000.000,303.000.000,8.972.800,500.001.000.000
-118.060.000,34.110.000,36.000.000,2.178.000.000,485.000.000,914.000.000,412.000.000,2.765.600,239.500.000.000
-118.150.000,33.870.000,33.000.000,2.373.000.000,552.000.000,1.673.000.000,571.000.000,3.068.500,181.800.000.000
-117.250.000,32.760.000,38.000.000,2.331.000.000,493.000.000,836.000.000,433.000.000,4.912.500,452.600.000.000
-117.860.000,33.740.000,34.000.000,2.254.000.000,630.000.000,2.984.000.000,625.000.000,2.500.000,162.500.000.000
-122.530.000,39.090.000,11.000.000,1.264.000.000,271.000.000,370.000.000,177.000.000,1.300.000,69.700.000.000
-117.970.000,33.680.000,23.000.000,1.722.000.000,316.000.000,865.000.000,309.000.000,4.645.200,273.800.000.000
-118.060.000,34.030.000,36.000.000,21.000.000,7.000.000,21.000.000,9.000.000,2.375.000,175.000.000.000
-117.820.000,33.740.000,25.000.000,2.720.000.000,680.000.000,1.559.000.000,631.000.000,3.095.800,137.800.000.000
-121.800.000,37.700.000,22.000.000,5.533.000.000,943.000.000,2.474.000.000,910.000.000,4.736.100,216.800.000.000
-121.730.000,36.850.000,22.000.000,1.304.000.000,278.000.000,887.000.000,227.000.000,3.660.700,206.300.000.000
-118.320.000,33.860.000,34.000.000,495.000.000,90.000.000,269.000.000,93.000.000,6.439.100,252.300.000.000
-118.280.000,34.040.000,24.000.000,1.283.000.000,545.000.000,1.932.000.000,516.000.000,1.296.900,160.200.000.000
-117.030.000,32.950.000,19.000.000,4.500.000.000,815.000.000,2.456.000.000,782.000.000,4.503.200,168.900.000.000
-117.870.000,33.830.000,27.000.000,2.287.000.000,353.000.000,1.140.000.000,351.000.000,5.616.300,231.000.000.000
-122.090.000,37.650.000,35.000.000,1.130.000.000,192.000.000,543.000.000,184.000.000,4.389.700,190.600.000.000
-117.600.000,34.030.000,16.000.000,1.499.000.000,232.000.000,918.000.000,239.000.000,5.567.700,175.400.000.000
-121.460.000,38.610.000,43.000.000,1.111.000.000,269.000.000,613.000.000,290.000.000,1.291.700,66.300.000.000
-117.960.000,34.530.000,10.000.000,2.907.000.000,559.000.000,1.681.000.000,531.000.000,3.859.400,141.000.000.000
-116.460.000,33.790.000,10.000.000,6.960.000.000,1.487.000.000,1.130.000.000,661.000.000,2.141.100,136.400.000.000
-118.540.000,34.370.000,27.000.000,2.051.000.000,301.000.000,917.000.000,287.000.000,7.605.900,323.700.000.000
-122.160.000,37.450.000,52.000.000,1.135.000.000,219.000.000,441.000.000,200.000.000,7.541.800,492.000.000.000
-117.710.000,34.060.000,27.000.000,2.127.000.000,628.000.000,1.970.000.000,534.000.000,1.472.200,91.300.000.000
-118.290.000,34.030.000,42.000.000,907.000.000,378.000.000,822.000.000,288.000.000,1.287.500,179.200.000.000
-118.180.000,33.900.000,32.000.000,1.452.000.000,365.000.000,1.888.000.000,366.000.000,3.546.100,146.400.000.000
-121.360.000,38.690.000,13.000.000,6.850.000.000,1.400.000.000,4.251.000.000,1.421.000.000,3.698.900,93.300.000.000
-122.370.000,40.520.000,18.000.000,4.547.000.000,774.000.000,2.269.000.000,766.000.000,3.789.600,98.100.000.000
-122.410.000,37.710.000,49.000.000,1.852.000.000,429.000.000,1.615.000.000,447.000.000,3.495.000,217.800.000.000
-118.530.000,34.240.000,24.000.000,2.718.000.000,719.000.000,3.018.000.000,644.000.000,2.907.600,275.300.000.000
-121.880.000,37.670.000,16.000.000,4.070.000.000,624.000.000,1.543.000.000,577.000.000,6.521.400,311.500.000.000
-120.090.000,37.000.000,11.000.000,3.761.000.000,675.000.000,2.374.000.000,673.000.000,3.459.800,74.600.000.000
-117.100.000,32.750.000,17.000.000,871.000.000,379.000.000,955.000.000,351.000.000,1.437.500,96.400.000.000
-119.640.000,36.350.000,30.000.000,1.765.000.000,310.000.000,746.000.000,298.000.000,2.812.500,70.200.000.000
-118.260.000,33.970.000,47.000.000,1.504.000.000,374.000.000,1.168.000.000,358.000.000,1.462.500,94.200.000.000
-117.600.000,33.910.000,15.000.000,1.864.000.000,271.000.000,1.006.000.000,288.000.000,7.237.900,251.000.000.000
-122.200.000,39.510.000,37.000.000,2.358.000.000,413.000.000,1.060.000.000,424.000.000,2.833.300,69.700.000.000
-122.120.000,37.690.000,10.000.000,2.227.000.000,560.000.000,1.140.000.000,472.000.000,2.397.300,167.300.000.000
-118.200.000,33.970.000,43.000.000,825.000.000,212.000.000,820.000.000,184.000.000,1.889.700,174.300.000.000
-121.280.000,38.140.000,38.000.000,2.803.000.000,500.000.000,1.223.000.000,509.000.000,4.119.000,128.800.000.000
-119.030.000,34.230.000,16.000.000,5.323.000.000,795.000.000,2.493.000.000,779.000.000,5.676.200,271.300.000.000
-121.700.000,38.100.000,19.000.000,4.896.000.000,1.083.000.000,2.150.000.000,905.000.000,3.339.800,89.700.000.000
-117.960.000,33.830.000,30.000.000,2.838.000.000,649.000.000,1.758.000.000,593.000.000,3.383.100,197.400.000.000
-120.700.000,36.990.000,32.000.000,320.000.000,73.000.000,222.000.000,78.000.000,2.927.100,87.500.000.000
-122.390.000,37.740.000,45.000.000,1.462.000.000,308.000.000,924.000.000,302.000.000,2.176.700,185.300.000.000
-121.760.000,38.410.000,19.000.000,686.000.000,107.000.000,348.000.000,109.000.000,3.930.600,93.800.000.000
-121.350.000,38.660.000,8.000.000,3.322.000.000,805.000.000,1.694.000.000,774.000.000,2.701.100,130.700.000.000
-118.670.000,34.280.000,21.000.000,4.059.000.000,598.000.000,2.133.000.000,634.000.000,5.694.900,235.300.000.000
-118.310.000,34.100.000,33.000.000,766.000.000,347.000.000,918.000.000,305.000.000,1.705.000,350.000.000.000
-117.690.000,34.040.000,5.000.000,4.459.000.000,896.000.000,2.028.000.000,881.000.000,4.009.600,182.600.000.000
-119.600.000,36.580.000,28.000.000,1.452.000.000,300.000.000,919.000.000,308.000.000,2.828.700,73.100.000.000
-121.760.000,36.750.000,21.000.000,1.141.000.000,257.000.000,671.000.000,195.000.000,3.842.400,155.700.000.000
-117.940.000,33.860.000,35.000.000,1.235.000.000,227.000.000,875.000.000,220.000.000,4.696.400,183.100.000.000
-120.860.000,37.770.000,28.000.000,1.208.000.000,232.000.000,535.000.000,232.000.000,2.352.300,94.700.000.000
-121.840.000,37.350.000,22.000.000,2.914.000.000,768.000.000,2.962.000.000,762.000.000,2.203.100,164.000.000.000
-121.070.000,38.900.000,52.000.000,1.280.000.000,281.000.000,523.000.000,266.000.000,1.737.500,122.200.000.000
-118.450.000,33.960.000,24.000.000,3.097.000.000,791.000.000,1.075.000.000,639.000.000,5.723.000,500.001.000.000
-118.290.000,34.180.000,52.000.000,1.602.000.000,265.000.000,667.000.000,251.000.000,5.049.000,323.500.000.000
-119.970.000,36.440.000,18.000.000,1.128.000.000,237.000.000,772.000.000,220.000.000,2.177.100,39.200.000.000
-121.930.000,38.310.000,25.000.000,185.000.000,32.000.000,85.000.000,32.000.000,4.875.000,250.000.000.000
-118.200.000,33.930.000,38.000.000,1.626.000.000,307.000.000,1.280.000.000,295.000.000,3.531.300,146.500.000.000
-122.180.000,38.230.000,21.000.000,2.475.000.000,341.000.000,812.000.000,308.000.000,7.258.900,320.400.000.000
-118.010.000,34.140.000,20.000.000,3.350.000.000,831.000.000,1.816.000.000,744.000.000,2.835.200,161.700.000.000
-117.870.000,34.130.000,32.000.000,1.741.000.000,373.000.000,872.000.000,333.000.000,3.421.900,194.500.000.000
-118.530.000,34.270.000,32.000.000,1.931.000.000,298.000.000,948.000.000,314.000.000,5.384.700,329.200.000.000
-117.140.000,32.800.000,33.000.000,2.670.000.000,435.000.000,1.256.000.000,431.000.000,3.941.700,179.800.000.000
-118.070.000,34.170.000,34.000.000,4.062.000.000,597.000.000,1.525.000.000,566.000.000,7.858.800,454.800.000.000
-117.580.000,33.880.000,16.000.000,1.739.000.000,478.000.000,1.235.000.000,420.000.000,2.296.900,116.100.000.000
-120.060.000,36.970.000,35.000.000,1.859.000.000,428.000.000,1.208.000.000,399.000.000,1.404.400,61.700.000.000
-121.830.000,38.430.000,24.000.000,1.307.000.000,314.000.000,917.000.000,291.000.000,2.224.400,98.100.000.000
-122.480.000,37.720.000,45.000.000,1.405.000.000,338.000.000,733.000.000,342.000.000,4.111.600,187.500.000.000
-116.910.000,32.750.000,5.000.000,8.710.000.000,1.614.000.000,4.372.000.000,1.527.000.000,4.781.300,240.900.000.000
-119.770.000,36.740.000,20.000.000,1.855.000.000,519.000.000,1.091.000.000,443.000.000,1.554.700,93.900.000.000
-119.460.000,36.910.000,12.000.000,2.980.000.000,495.000.000,1.184.000.000,429.000.000,3.914.100,123.900.000.000
-118.180.000,33.910.000,41.000.000,1.260.000.000,299.000.000,1.535.000.000,322.000.000,3.013.400,128.100.000.000
-118.390.000,34.060.000,43.000.000,1.879.000.000,397.000.000,873.000.000,382.000.000,3.815.800,500.001.000.000
-118.220.000,33.990.000,4.000.000,1.849.000.000,577.000.000,1.529.000.000,418.000.000,2.770.800,186.300.000.000
-116.990.000,33.200.000,17.000.000,2.980.000.000,539.000.000,1.531.000.000,505.000.000,3.155.300,250.000.000.000
-117.160.000,32.730.000,52.000.000,1.863.000.000,559.000.000,906.000.000,493.000.000,1.920.300,195.800.000.000
-117.380.000,33.980.000,10.000.000,642.000.000,176.000.000,462.000.000,186.000.000,2.152.800,162.500.000.000
-122.440.000,38.340.000,25.000.000,3.106.000.000,715.000.000,1.262.000.000,665.000.000,1.948.700,233.500.000.000
-117.880.000,33.920.000,13.000.000,3.292.000.000,727.000.000,1.565.000.000,698.000.000,5.457.000,308.800.000.000
-119.710.000,34.440.000,41.000.000,2.220.000.000,367.000.000,927.000.000,355.000.000,5.318.400,376.000.000.000
-119.060.000,34.370.000,32.000.000,3.885.000.000,759.000.000,2.504.000.000,736.000.000,3.645.300,201.700.000.000
-121.910.000,37.310.000,16.000.000,2.962.000.000,898.000.000,1.555.000.000,795.000.000,2.580.400,216.300.000.000
-121.560.000,37.000.000,20.000.000,3.976.000.000,953.000.000,3.866.000.000,950.000.000,2.538.700,160.100.000.000
-122.490.000,38.000.000,26.000.000,48.000.000,8.000.000,19.000.000,8.000.000,7.719.700,400.000.000.000
-118.330.000,34.020.000,45.000.000,1.667.000.000,399.000.000,928.000.000,375.000.000,1.878.300,118.200.000.000
-122.260.000,37.510.000,29.000.000,3.703.000.000,1.075.000.000,1.611.000.000,1.025.000.000,2.707.500,323.800.000.000
-121.990.000,37.830.000,16.000.000,2.939.000.000,380.000.000,1.177.000.000,396.000.000,8.083.900,372.000.000.000
-121.420.000,37.740.000,35.000.000,796.000.000,132.000.000,313.000.000,152.000.000,3.150.000,153.200.000.000
-121.390.000,38.610.000,35.000.000,2.024.000.000,359.000.000,786.000.000,364.000.000,2.463.200,156.900.000.000
-122.420.000,37.620.000,36.000.000,1.017.000.000,165.000.000,407.000.000,159.000.000,4.800.000,306.800.000.000
-121.440.000,38.480.000,12.000.000,4.929.000.000,1.010.000.000,2.621.000.000,870.000.000,2.726.200,109.800.000.000
-117.480.000,33.980.000,20.000.000,2.451.000.000,475.000.000,1.785.000.000,456.000.000,3.396.600,115.000.000.000
-122.050.000,37.380.000,24.000.000,2.424.000.000,501.000.000,1.367.000.000,507.000.000,4.072.000,364.200.000.000
-123.920.000,41.540.000,22.000.000,2.920.000.000,636.000.000,1.382.000.000,499.000.000,2.020.200,71.100.000.000
-119.010.000,35.400.000,11.000.000,8.739.000.000,2.190.000.000,4.781.000.000,1.919.000.000,1.710.900,44.600.000.000
-122.330.000,37.570.000,43.000.000,2.543.000.000,621.000.000,1.301.000.000,606.000.000,3.111.100,318.400.000.000
-120.990.000,37.610.000,39.000.000,512.000.000,132.000.000,443.000.000,127.000.000,1.285.700,60.000.000.000
-121.960.000,37.580.000,15.000.000,3.575.000.000,597.000.000,1.777.000.000,559.000.000,5.719.200,283.500.000.000
-121.580.000,39.160.000,33.000.000,1.897.000.000,378.000.000,888.000.000,385.000.000,2.111.100,68.700.000.000
-120.590.000,38.530.000,15.000.000,432.000.000,87.000.000,208.000.000,73.000.000,3.612.500,100.000.000.000
-117.580.000,33.870.000,30.000.000,701.000.000,131.000.000,356.000.000,125.000.000,3.291.700,144.300.000.000
-121.840.000,39.750.000,29.000.000,4.362.000.000,1.053.000.000,2.053.000.000,1.000.000.000,1.728.400,74.500.000.000
-121.800.000,36.690.000,12.000.000,3.877.000.000,914.000.000,2.274.000.000,858.000.000,3.423.900,194.800.000.000
-122.220.000,37.810.000,52.000.000,2.944.000.000,536.000.000,1.034.000.000,521.000.000,5.350.900,302.100.000.000
-117.640.000,33.450.000,26.000.000,1.528.000.000,234.000.000,607.000.000,218.000.000,6.287.100,325.500.000.000
